num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete
3,Internet,RoundTrip,77,5,23,Tue,CTSDMK,United States,1,1,1,8.67,1
1,Mobile,RoundTrip,21,5,14,Thu,CTSDMK,Thailand,1,0,0,8.67,1
2,Internet,RoundTrip,31,5,8,Sat,CTSDMK,Thailand,1,0,0,8.67,0
6,Internet,OneWay,170,5,16,Tue,CTSDMK,Thailand,1,0,0,8.67,1
2,Internet,RoundTrip,365,5,9,Mon,CTSDMK,Thailand,1,0,0,8.67,0
5,Internet,RoundTrip,129,5,9,Sat,CTSDMK,Thailand,1,1,0,8.67,0
5,Internet,RoundTrip,61,5,3,Tue,CTSDMK,Thailand,1,1,1,8.67,0
2,Internet,RoundTrip,23,5,11,Wed,CTSDMK,Thailand,1,1,1,8.67,0
4,Internet,RoundTrip,362,5,10,Thu,CTSDMK,Thailand,1,0,1,8.67,0
4,Mobile,RoundTrip,166,5,12,Thu,CTSDMK,Thailand,1,1,1,8.67,0
1,Mobile,RoundTrip,70,5,17,Tue,CTSDMK,Thailand,1,0,0,8.67,1
2,Internet,RoundTrip,177,5,17,Sun,CTSDMK,Thailand,1,1,0,8.67,0
5,Internet,RoundTrip,29,5,19,Thu,CTSDMK,Thailand,1,1,0,8.67,0
2,Internet,RoundTrip,219,5,5,Mon,CTSDMK,Thailand,1,0,1,8.67,0
4,Internet,RoundTrip,39,5,1,Sat,CTSDMK,Thailand,1,0,1,8.67,1
2,Internet,RoundTrip,68,5,0,Thu,CTSDMK,Thailand,1,1,1,8.67,1
2,Internet,RoundTrip,20,5,2,Wed,CTSDMK,Thailand,1,0,0,8.67,0
3,Internet,RoundTrip,334,5,16,Tue,CTSDMK,Thailand,1,0,0,8.67,0
1,Mobile,RoundTrip,147,5,11,Sun,CTSDMK,Thailand,1,0,1,8.67,0
2,Internet,RoundTrip,346,5,9,Sat,CTSDMK,Thailand,1,0,0,8.67,0
1,Internet,RoundTrip,26,5,6,Thu,CTSDMK,Thailand,1,0,0,8.67,1
1,Internet,RoundTrip,51,5,9,Sun,CTSDMK,Thailand,1,0,0,8.67,0
4,Mobile,RoundTrip,107,5,10,Sun,CTSDMK,Thailand,1,1,0,8.67,0
2,Internet,RoundTrip,129,5,13,Sat,CTSDMK,Thailand,1,1,0,8.67,0
1,Internet,RoundTrip,88,5,8,Sat,CTSDMK,Thailand,1,1,1,8.67,1
2,Internet,RoundTrip,21,5,8,Fri,CTSDMK,Thailand,1,0,0,8.67,0
1,Internet,RoundTrip,13,5,7,Tue,CTSDPS,Japan,0,0,0,8.67,0
1,Internet,RoundTrip,11,5,9,Wed,CTSDPS,Japan,0,1,1,8.67,0
3,Internet,RoundTrip,39,5,13,Tue,CTSDPS,Japan,1,0,1,8.67,0
4,Internet,RoundTrip,89,5,9,Wed,CTSDPS,Japan,1,1,0,8.67,0
2,Internet,RoundTrip,36,5,6,Sun,CTSDPS,Japan,0,0,0,8.67,0
1,Internet,RoundTrip,33,5,15,Mon,CTSDPS,Japan,1,0,1,8.67,0
1,Internet,RoundTrip,33,5,15,Mon,CTSDPS,Japan,1,0,1,8.67,0
1,Internet,RoundTrip,15,5,4,Sat,CTSDPS,Indonesia,0,0,0,8.67,0
1,Internet,RoundTrip,35,5,4,Mon,CTSDPS,Japan,0,1,0,8.67,0
2,Internet,RoundTrip,31,5,8,Sat,CTSHKT,Japan,1,1,1,8.67,0
1,Internet,RoundTrip,350,5,8,Tue,CTSHKT,Thailand,0,0,0,8.67,0
1,Internet,RoundTrip,5,5,6,Tue,CTSHKT,Thailand,0,0,0,8.67,1
1,Internet,RoundTrip,25,5,6,Wed,CTSHKT,Japan,0,1,0,8.67,0
1,Mobile,RoundTrip,55,5,7,Wed,CTSHKT,Thailand,1,0,1,8.67,0
2,Internet,RoundTrip,9,5,4,Sun,CTSJHB,Malaysia,1,0,0,8.67,1
2,Internet,RoundTrip,9,5,9,Fri,CTSJHB,Malaysia,0,0,0,8.67,0
1,Internet,RoundTrip,25,5,16,Wed,CTSJHB,Malaysia,0,0,0,8.67,1
1,Internet,RoundTrip,18,5,4,Fri,CTSJHB,Malaysia,1,0,0,8.67,0
1,Internet,RoundTrip,48,5,10,Wed,CTSJOG,Indonesia,0,0,0,8.67,0
1,Internet,RoundTrip,48,5,9,Wed,CTSJOG,Indonesia,0,0,0,8.67,0
2,Internet,RoundTrip,57,5,2,Mon,CTSJOG,Indonesia,1,0,0,8.67,0
2,Internet,RoundTrip,57,5,2,Mon,CTSJOG,Indonesia,1,0,0,8.67,0
2,Internet,RoundTrip,24,5,14,Fri,CTSJOG,Indonesia,1,0,0,8.67,1
6,Internet,RoundTrip,53,5,17,Sun,CTSKBR,Malaysia,1,0,1,8.67,1
3,Internet,RoundTrip,9,5,7,Fri,CTSKCH,Malaysia,0,0,0,8.67,0
2,Internet,RoundTrip,21,5,11,Sun,CTSKCH,Malaysia,1,1,0,8.67,1
2,Internet,RoundTrip,88,5,3,Fri,CTSKCH,Malaysia,1,0,1,8.67,0
2,Internet,RoundTrip,46,5,1,Wed,CTSKCH,Malaysia,1,1,0,8.67,1
2,Internet,RoundTrip,64,5,15,Sun,CTSLGK,Japan,1,1,0,8.67,0
2,Internet,RoundTrip,317,5,0,Sun,CTSMYY,Malaysia,0,0,0,8.67,0
2,Internet,RoundTrip,115,5,12,Wed,CTSOOL,Japan,1,1,1,8.83,0
2,Mobile,RoundTrip,128,5,14,Sun,CTSPEN,Malaysia,1,0,0,8.67,0
7,Internet,RoundTrip,49,5,8,Tue,CTSPEN,Malaysia,1,1,1,8.67,0
1,Internet,RoundTrip,22,5,11,Mon,CTSPEN,Malaysia,0,0,1,8.67,0
3,Internet,RoundTrip,24,5,7,Thu,CTSPEN,Malaysia,1,0,0,8.67,1
2,Internet,RoundTrip,8,5,1,Mon,CTSPEN,Malaysia,0,1,1,8.67,1
1,Internet,RoundTrip,57,5,15,Thu,CTSPEN,Malaysia,1,1,0,8.67,0
4,Internet,RoundTrip,49,5,8,Tue,CTSPEN,Malaysia,1,0,1,8.67,0
2,Mobile,RoundTrip,38,5,14,Sat,CTSPEN,Malaysia,1,0,1,8.67,0
1,Mobile,RoundTrip,15,5,7,Thu,CTSPEN,Malaysia,1,1,1,8.67,1
3,Internet,RoundTrip,24,5,13,Sat,CTSPEN,Malaysia,1,1,1,8.67,0
2,Internet,RoundTrip,10,5,8,Tue,CTSPEN,Malaysia,1,0,1,8.67,0
2,Internet,RoundTrip,380,5,14,Fri,CTSPEN,Malaysia,1,1,1,8.67,0
2,Internet,RoundTrip,44,5,15,Sun,CTSPEN,Malaysia,0,0,0,8.67,0
4,Mobile,RoundTrip,39,5,10,Wed,CTSPEN,Malaysia,1,1,1,8.67,0
3,Internet,RoundTrip,62,5,2,Mon,CTSPEN,Malaysia,0,0,0,8.67,0
4,Internet,RoundTrip,175,5,9,Sun,CTSPEN,Malaysia,1,1,1,8.67,0
1,Mobile,RoundTrip,20,5,1,Tue,CTSPEN,Japan,1,1,1,8.67,0
2,Internet,RoundTrip,11,5,17,Wed,CTSPEN,Malaysia,0,1,1,8.67,0
1,Internet,RoundTrip,12,5,11,Wed,CTSPER,Australia,0,0,0,8.67,1
4,Internet,RoundTrip,45,5,8,Thu,CTSSBW,Malaysia,1,0,1,8.67,0
1,Internet,RoundTrip,66,5,23,Fri,CTSSIN,Singapore,0,0,0,8.67,0
2,Internet,RoundTrip,10,5,17,Sat,CTSSIN,Singapore,1,0,1,8.67,0
1,Internet,RoundTrip,37,5,11,Sun,CTSSIN,Malaysia,0,1,0,8.67,1
1,Internet,RoundTrip,50,5,4,Sat,CTSSIN,Singapore,1,1,1,8.67,0
1,Mobile,RoundTrip,114,5,9,Sun,CTSSIN,Taiwan,0,0,0,8.67,0
3,Internet,RoundTrip,31,5,11,Fri,CTSSIN,Japan,1,0,0,8.67,0
1,Internet,RoundTrip,89,5,4,Tue,CTSSIN,United States,1,0,0,8.67,0
4,Internet,CircleTrip,16,5,15,Fri,CTSSIN,Singapore,1,0,0,8.67,0
1,Internet,RoundTrip,253,5,16,Sat,CTSSIN,Malaysia,0,0,0,8.67,0
1,Internet,RoundTrip,32,5,15,Fri,CTSSIN,Malaysia,1,0,0,8.67,0
1,Internet,RoundTrip,24,5,9,Thu,CTSSIN,Indonesia,0,0,0,8.67,1
1,Internet,RoundTrip,105,5,16,Tue,CTSSIN,Singapore,1,0,1,8.67,0
1,Internet,RoundTrip,17,5,6,Sun,CTSSUB,Indonesia,1,1,1,8.67,1
1,Internet,RoundTrip,19,5,9,Fri,CTSSUB,Indonesia,1,1,1,8.67,0
1,Internet,RoundTrip,29,5,22,Tue,CTSSUB,Indonesia,1,0,0,8.67,1
1,Internet,RoundTrip,17,5,6,Sun,CTSSUB,Indonesia,1,1,1,8.67,1
8,Internet,RoundTrip,257,5,16,Sat,CTUDMK,China,0,0,0,4.72,0
3,Mobile,RoundTrip,267,5,16,Sat,CTUDMK,China,1,0,0,4.72,0
2,Internet,RoundTrip,117,5,9,Tue,CTUDPS,China,0,0,0,4.72,0
2,Internet,RoundTrip,58,5,11,Mon,CTUDPS,China,0,0,0,4.72,0
3,Internet,RoundTrip,41,5,3,Sat,CTUDPS,China,0,0,0,4.72,0
1,Internet,RoundTrip,34,5,9,Thu,CTUDPS,Italy,1,1,1,4.72,0
2,Mobile,RoundTrip,40,5,9,Mon,CTUDPS,China,0,0,0,4.72,0
1,Mobile,RoundTrip,165,5,3,Thu,CTUDPS,China,1,1,0,4.72,0
1,Internet,RoundTrip,209,5,2,Wed,CTUDPS,China,0,0,0,4.72,0
1,Internet,RoundTrip,53,5,11,Thu,CTUDPS,China,0,0,0,4.72,0
2,Internet,RoundTrip,66,5,3,Sun,CTUDPS,China,1,0,0,4.72,0
4,Internet,RoundTrip,74,5,8,Tue,CTUDPS,China,0,0,0,4.72,1
2,Internet,RoundTrip,148,5,16,Mon,CTUDPS,China,1,1,0,4.72,0
4,Internet,RoundTrip,95,5,6,Wed,CTUDPS,China,0,0,0,4.72,1
3,Internet,RoundTrip,30,5,7,Sat,CTUDPS,China,0,1,0,4.72,0
2,Internet,RoundTrip,54,5,16,Tue,CTUDPS,China,0,0,0,4.72,1
2,Internet,RoundTrip,82,5,11,Sun,CTUDPS,China,0,0,1,4.72,1
1,Internet,RoundTrip,209,5,2,Wed,CTUDPS,China,0,0,0,4.72,0
4,Mobile,RoundTrip,165,5,2,Thu,CTUDPS,China,0,0,0,4.72,0
1,Mobile,RoundTrip,46,5,4,Sat,CTUDPS,China,0,0,0,4.72,0
2,Internet,RoundTrip,95,5,5,Fri,CTUDPS,China,0,0,0,4.72,0
1,Mobile,RoundTrip,12,5,6,Tue,CTUDPS,China,0,0,0,4.72,0
4,Internet,RoundTrip,110,5,14,Wed,CTUHKT,China,1,0,0,4.72,0
2,Mobile,RoundTrip,43,5,7,Sat,CTUHKT,China,0,0,0,4.72,0
3,Internet,RoundTrip,30,5,10,Mon,CTUHKT,China,0,0,0,4.72,0
2,Internet,RoundTrip,8,5,4,Sat,CTUHKT,China,0,0,0,4.72,0
6,Internet,RoundTrip,8,5,15,Fri,CTUHKT,China,0,0,1,4.72,1
2,Mobile,RoundTrip,24,5,19,Tue,CTUHKT,China,1,1,1,4.72,1
5,Mobile,RoundTrip,23,5,0,Sat,CTUHKT,China,1,0,1,4.72,0
2,Mobile,RoundTrip,42,5,10,Wed,CTUHKT,China,0,0,1,4.72,0
2,Internet,RoundTrip,86,5,15,Tue,CTUHKT,China,0,0,1,4.72,0
3,Internet,RoundTrip,98,5,6,Thu,CTUHKT,United States,0,0,0,4.72,0
4,Internet,RoundTrip,11,5,9,Thu,CTUHKT,China,1,0,1,4.72,0
5,Internet,RoundTrip,17,5,13,Thu,CTUHKT,China,1,0,1,4.72,0
2,Internet,RoundTrip,44,5,5,Fri,CTUHKT,China,0,0,0,4.72,1
4,Internet,RoundTrip,229,5,8,Fri,CTUJHB,China,0,0,0,4.72,0
3,Mobile,RoundTrip,42,5,5,Wed,CTUJHB,Austria,1,0,0,4.72,0
4,Internet,RoundTrip,189,5,3,Wed,CTUJHB,China,0,0,0,4.72,0
4,Mobile,RoundTrip,31,5,8,Fri,CTUKBR,China,1,0,1,4.72,0
1,Internet,RoundTrip,7,5,8,Thu,CTUKBV,Thailand,0,0,0,4.72,1
2,Internet,RoundTrip,68,5,13,Tue,CTUKBV,China,1,0,0,4.72,0
1,Internet,RoundTrip,111,5,6,Thu,CTUKBV,China,0,0,1,4.72,0
3,Internet,RoundTrip,111,5,13,Fri,CTUKBV,China,0,0,0,4.72,0
7,Internet,RoundTrip,14,5,8,Thu,CTUKCH,China,1,1,1,4.72,0
1,Internet,RoundTrip,52,5,0,Thu,CTUKCH,Malaysia,1,0,0,4.72,0
6,Internet,RoundTrip,21,5,9,Mon,CTUKCH,Malaysia,1,1,0,4.72,0
1,Internet,RoundTrip,17,5,2,Mon,CTUKCH,Malaysia,0,1,1,4.72,1
1,Internet,RoundTrip,6,5,8,Fri,CTUKNO,China,1,0,0,4.72,0
2,Internet,RoundTrip,93,5,14,Fri,CTULGK,China,0,0,0,4.72,1
4,Internet,RoundTrip,48,5,8,Fri,CTULGK,China,1,0,0,4.72,0
1,Internet,RoundTrip,35,5,6,Thu,CTULGK,Japan,1,0,0,4.72,0
2,Internet,RoundTrip,148,5,13,Tue,CTULGK,China,1,0,0,4.72,0
8,Internet,RoundTrip,25,5,12,Tue,CTULGK,China,1,1,1,4.72,0
2,Internet,RoundTrip,13,5,14,Tue,CTULOP,China,1,0,0,4.72,1
2,Internet,RoundTrip,329,5,16,Sun,CTULOP,China,1,1,0,4.72,0
1,Internet,RoundTrip,8,5,3,Mon,CTUMEL,Australia,0,0,0,8.83,0
4,Internet,RoundTrip,20,5,13,Mon,CTUMEL,(not set),1,0,0,8.83,0
1,Internet,RoundTrip,29,5,12,Thu,CTUMEL,China,1,0,0,8.83,0
1,Internet,RoundTrip,9,5,1,Wed,CTUMYY,Malaysia,1,0,1,4.72,1
1,Internet,RoundTrip,8,5,5,Thu,CTUPEN,Malaysia,0,0,1,4.72,0
7,Internet,RoundTrip,26,5,12,Tue,CTUPEN,Japan,1,0,0,4.72,1
1,Mobile,RoundTrip,3,5,2,Thu,CTUPEN,China,0,0,0,4.72,0
1,Internet,RoundTrip,1,5,3,Tue,CTUPEN,Malaysia,0,0,0,4.72,0
4,Internet,RoundTrip,52,5,17,Mon,CTUPEN,Malaysia,1,0,1,4.72,1
2,Internet,RoundTrip,70,5,7,Mon,CTUPEN,Malaysia,1,1,1,4.72,1
1,Internet,RoundTrip,9,5,7,Sat,CTUPEN,Malaysia,1,0,1,4.72,1
1,Internet,RoundTrip,13,5,3,Sat,CTUPEN,Vietnam,0,0,0,4.72,0
1,Mobile,RoundTrip,4,5,7,Mon,CTUPEN,China,0,0,0,4.72,0
1,Mobile,RoundTrip,4,5,7,Fri,CTUPEN,Malaysia,0,0,0,4.72,0
1,Internet,RoundTrip,22,5,8,Thu,CTUPEN,China,0,0,0,4.72,0
3,Internet,RoundTrip,18,5,4,Tue,CTUPEN,China,1,0,1,4.72,0
1,Internet,RoundTrip,37,5,4,Mon,CTUPEN,Malaysia,1,0,1,4.72,0
1,Internet,RoundTrip,3,5,6,Mon,CTUSIN,Singapore,0,0,0,4.72,0
1,Mobile,RoundTrip,33,5,5,Fri,CTUSIN,Singapore,1,0,0,4.72,0
2,Internet,RoundTrip,255,5,2,Tue,CTUSIN,Singapore,1,1,1,4.72,0
4,Internet,RoundTrip,30,5,10,Mon,CTUSIN,Singapore,1,0,0,4.72,0
2,Mobile,RoundTrip,33,5,11,Wed,CTUSIN,Singapore,0,0,0,4.72,1
2,Mobile,RoundTrip,31,5,2,Tue,CTUSIN,China,0,0,1,4.72,0
4,Internet,RoundTrip,98,5,1,Thu,CTUSIN,China,0,0,0,4.72,0
1,Internet,RoundTrip,1,5,14,Wed,CTUSIN,Singapore,0,0,0,4.72,0
1,Internet,RoundTrip,22,5,4,Wed,CTUSYD,China,1,0,0,8.58,0
6,Internet,RoundTrip,9,5,13,Tue,CTUTGG,China,0,0,0,4.72,1
1,Mobile,RoundTrip,40,5,13,Wed,CTUTGG,China,0,1,0,4.72,0
4,Internet,RoundTrip,44,5,8,Fri,CTUTGG,China,1,0,1,4.72,0
2,Internet,RoundTrip,43,5,13,Sun,CTUTGG,China,0,1,0,4.72,1
2,Internet,RoundTrip,44,5,8,Fri,CTUTGG,China,0,0,1,4.72,0
2,Internet,RoundTrip,44,5,8,Fri,CTUTGG,China,0,0,1,4.72,0
3,Internet,RoundTrip,29,5,11,Sat,CTUTGG,China,1,1,0,4.72,0
2,Internet,RoundTrip,44,5,8,Fri,CTUTGG,China,0,0,1,4.72,0
1,Internet,RoundTrip,34,5,2,Mon,CTUTGG,China,0,0,1,4.72,0
2,Internet,RoundTrip,20,5,10,Tue,CTUTGG,China,0,1,0,4.72,0
6,Internet,RoundTrip,44,5,13,Fri,CTUTGG,China,0,0,1,4.72,0
4,Internet,RoundTrip,44,5,8,Fri,CTUTGG,China,1,0,1,4.72,0
6,Internet,RoundTrip,44,5,13,Fri,CTUTGG,China,0,0,1,4.72,0
3,Mobile,RoundTrip,13,5,4,Mon,CTUTGG,China,1,0,0,4.72,0
1,Mobile,RoundTrip,27,5,18,Sat,CTUTRZ,India,0,0,0,4.72,0
2,Internet,RoundTrip,40,5,16,Sun,CTUTWU,China,1,0,0,4.72,0
2,Internet,RoundTrip,21,5,7,Fri,CTUTWU,China,0,0,0,4.72,0
1,Internet,RoundTrip,18,5,13,Wed,CTUTWU,China,1,0,0,4.72,0
2,Mobile,RoundTrip,41,5,7,Mon,CTUTWU,China,1,0,0,4.72,1
2,Internet,RoundTrip,14,5,10,Tue,CTUTWU,Malaysia,1,1,0,4.72,0
2,Internet,RoundTrip,33,5,16,Fri,CTUTWU,United States,0,0,0,4.72,0
1,Internet,RoundTrip,12,5,3,Tue,CTUTWU,China,0,0,0,4.72,0
1,Internet,RoundTrip,18,5,11,Wed,CTUTWU,China,0,0,0,4.72,0
6,Internet,RoundTrip,72,5,15,Tue,CTUTWU,China,0,0,0,4.72,0
2,Internet,RoundTrip,66,5,9,Fri,CTUTWU,China,1,0,0,4.72,0
2,Internet,RoundTrip,72,5,15,Tue,CTUTWU,China,0,0,0,4.72,0
1,Internet,RoundTrip,80,5,7,Fri,CTUTWU,China,0,0,0,4.72,1
2,Internet,RoundTrip,11,5,5,Wed,CTUTWU,China,0,0,0,4.72,0
3,Internet,RoundTrip,33,5,0,Tue,CTUTWU,China,1,0,0,4.72,0
2,Internet,RoundTrip,72,5,15,Tue,CTUTWU,China,0,0,0,4.72,0
1,Internet,CircleTrip,85,5,0,Fri,DACICN,South Korea,1,0,0,6.62,0
2,Internet,RoundTrip,51,5,9,Mon,DACICN,South Korea,1,1,1,6.62,0
3,Internet,RoundTrip,52,5,7,Sun,DACICN,South Korea,1,1,1,6.62,0
3,Internet,RoundTrip,52,5,7,Sun,DACICN,South Korea,1,1,1,6.62,0
1,Internet,RoundTrip,8,5,13,Fri,DACMEL,Bangladesh,1,0,1,8.83,0
1,Internet,RoundTrip,15,5,14,Tue,DACMEL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,68,5,3,Thu,DACOOL,Australia,1,0,0,8.83,0
1,Internet,RoundTrip,119,5,12,Wed,DACSYD,Australia,1,0,1,8.58,0
1,Internet,RoundTrip,27,5,0,Thu,DACSYD,Australia,1,0,0,8.58,0
1,Internet,RoundTrip,1,5,7,Wed,DACSYD,Australia,0,0,0,8.58,0
1,Internet,RoundTrip,9,5,13,Sun,DACTPE,Bangladesh,0,1,1,4.67,0
1,Mobile,RoundTrip,2,5,2,Mon,DACTPE,Taiwan,0,1,0,4.67,0
2,Internet,RoundTrip,18,5,5,Fri,DADMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,14,5,23,Tue,DADMEL,Australia,1,1,1,8.83,0
1,Internet,RoundTrip,64,5,11,Tue,DADOOL,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,17,5,12,Mon,DADOOL,Australia,0,1,0,8.83,0
1,Internet,RoundTrip,40,5,8,Thu,DADSYD,Australia,1,1,1,8.58,0
1,Mobile,RoundTrip,164,5,14,Tue,DELDMK,India,0,0,0,5.52,0
1,Internet,RoundTrip,171,5,14,Sun,DELDMK,India,0,0,0,5.52,0
2,Internet,RoundTrip,425,5,17,Sun,DELDMK,Thailand,0,0,0,5.52,0
6,Internet,RoundTrip,130,5,8,Sat,DELDMK,India,1,0,0,5.52,0
2,Internet,RoundTrip,15,5,16,Tue,DELDMK,Thailand,0,0,0,5.52,0
2,Internet,RoundTrip,63,5,17,Fri,DELDPS,India,1,1,0,5.52,0
2,Internet,RoundTrip,79,5,10,Fri,DELDPS,India,1,0,0,5.52,0
2,Internet,RoundTrip,43,5,10,Tue,DELDPS,India,1,1,1,5.52,0
1,Internet,RoundTrip,68,5,10,Tue,DELDPS,India,1,0,0,5.52,0
2,Internet,RoundTrip,88,5,19,Mon,DELDPS,United Kingdom,1,0,0,5.52,0
1,Internet,RoundTrip,52,5,20,Sun,DELDPS,India,1,1,1,5.52,0
2,Internet,RoundTrip,117,5,14,Tue,DELDPS,India,0,0,0,5.52,0
2,Internet,RoundTrip,70,5,17,Wed,DELDPS,India,1,1,1,5.52,0
2,Internet,RoundTrip,50,5,13,Tue,DELDPS,India,1,1,0,5.52,0
1,Internet,RoundTrip,115,5,17,Sun,DELDPS,Spain,0,0,0,5.52,0
1,Internet,RoundTrip,68,5,11,Tue,DELDPS,India,0,0,0,5.52,0
2,Internet,RoundTrip,66,5,10,Sun,DELDPS,India,1,0,0,5.52,0
2,Mobile,RoundTrip,57,5,7,Tue,DELDPS,India,1,0,1,5.52,0
1,Internet,RoundTrip,235,5,14,Wed,DELDPS,India,0,0,1,5.52,0
1,Internet,RoundTrip,12,5,6,Fri,DELDPS,India,0,0,1,5.52,0
2,Internet,RoundTrip,177,5,6,Wed,DELDPS,India,0,0,0,5.52,0
2,Internet,RoundTrip,68,5,16,Tue,DELDPS,India,0,1,0,5.52,0
1,Internet,RoundTrip,115,5,16,Sun,DELDPS,India,0,0,0,5.52,0
3,Internet,RoundTrip,10,5,11,Thu,DELDPS,India,1,0,0,5.52,0
1,Mobile,RoundTrip,15,5,0,Thu,DELDPS,South Korea,0,0,1,5.52,0
2,Mobile,RoundTrip,399,5,1,Fri,DELDPS,India,0,0,0,5.52,0
2,Internet,RoundTrip,65,5,5,Sat,DELDPS,India,1,0,1,5.52,0
2,Mobile,RoundTrip,267,5,16,Sat,DELDPS,India,1,0,0,5.52,0
4,Internet,RoundTrip,104,5,13,Sat,DELDPS,India,1,0,0,5.52,0
3,Internet,RoundTrip,214,5,6,Mon,DELDPS,India,0,0,0,5.52,0
2,Internet,RoundTrip,165,5,4,Mon,DELDPS,Indonesia,0,0,0,5.52,0
1,Internet,RoundTrip,99,5,3,Thu,DELDPS,India,1,1,1,5.52,0
2,Internet,RoundTrip,154,5,9,Sun,DELDPS,India,1,0,1,5.52,0
2,Internet,RoundTrip,50,5,16,Sat,DELDPS,Singapore,1,0,1,5.52,0
2,Internet,RoundTrip,85,5,15,Sat,DELDPS,India,0,0,0,5.52,0
4,Internet,RoundTrip,19,5,10,Sun,DELDPS,India,1,0,0,5.52,0
2,Internet,RoundTrip,69,5,17,Sat,DELDPS,India,1,0,0,5.52,0
2,Internet,RoundTrip,37,5,16,Mon,DELDPS,Singapore,1,0,0,5.52,0
2,Internet,RoundTrip,314,5,8,Thu,DELDPS,India,1,0,0,5.52,0
4,Mobile,RoundTrip,217,5,8,Fri,DELDPS,India,0,0,0,5.52,0
2,Internet,RoundTrip,81,5,4,Sat,DELDPS,India,1,1,0,5.52,0
2,Internet,RoundTrip,84,5,11,Wed,DELDPS,India,0,0,0,5.52,0
1,Internet,RoundTrip,243,5,5,Tue,DELDPS,India,1,0,1,5.52,0
2,Mobile,RoundTrip,130,5,13,Mon,DELDPS,India,1,0,0,5.52,0
1,Internet,RoundTrip,29,5,3,Tue,DELDPS,India,0,1,0,5.52,0
2,Internet,RoundTrip,38,5,4,Sun,DELDPS,Hong Kong,0,1,0,5.52,0
1,Internet,RoundTrip,115,5,16,Sun,DELDPS,India,1,0,0,5.52,0
1,Internet,RoundTrip,36,5,5,Tue,DELDPS,Indonesia,1,1,1,5.52,0
3,Internet,RoundTrip,127,5,10,Thu,DELDPS,Russia,1,0,0,5.52,0
2,Internet,RoundTrip,64,5,17,Thu,DELDPS,India,1,0,0,5.52,0
2,Internet,RoundTrip,41,5,7,Sat,DELDPS,India,1,0,0,5.52,0
2,Internet,RoundTrip,169,5,1,Sat,DELDPS,India,1,1,1,5.52,0
2,Internet,RoundTrip,64,5,13,Tue,DELDPS,India,0,0,0,5.52,0
2,Internet,RoundTrip,178,5,5,Tue,DELDPS,India,1,1,1,5.52,0
4,Internet,RoundTrip,125,5,2,Mon,DELDPS,India,1,1,1,5.52,0
2,Internet,RoundTrip,31,5,14,Thu,DELDPS,India,1,0,0,5.52,0
2,Internet,RoundTrip,55,5,17,Mon,DELDPS,India,1,0,0,5.52,0
2,Internet,RoundTrip,33,5,18,Tue,DELDPS,India,1,1,1,5.52,0
2,Internet,RoundTrip,117,5,9,Tue,DELDPS,India,0,0,0,5.52,0
2,Internet,RoundTrip,103,5,18,Tue,DELDPS,India,1,1,0,5.52,0
3,Internet,RoundTrip,169,5,7,Thu,DELDPS,India,1,0,0,5.52,0
2,Internet,RoundTrip,124,5,16,Fri,DELDPS,India,1,1,0,5.52,0
2,Internet,RoundTrip,214,5,6,Mon,DELDPS,India,0,0,0,5.52,0
2,Internet,RoundTrip,56,5,14,Sun,DELDPS,Indonesia,1,1,1,5.52,0
2,Internet,RoundTrip,40,5,12,Tue,DELDPS,Australia,1,0,0,5.52,0
1,Internet,RoundTrip,57,5,9,Thu,DELDPS,India,1,0,0,5.52,0
2,Mobile,RoundTrip,21,5,9,Sun,DELDPS,India,1,0,0,5.52,0
2,Mobile,RoundTrip,45,5,12,Sun,DELDPS,India,1,1,0,5.52,0
2,Internet,RoundTrip,38,5,5,Thu,DELDPS,India,0,0,0,5.52,0
1,Internet,RoundTrip,72,5,17,Wed,DELDPS,India,0,0,0,5.52,0
2,Internet,RoundTrip,57,5,14,Sun,DELDPS,India,0,0,0,5.52,0
2,Internet,RoundTrip,51,5,8,Mon,DELDPS,Malaysia,1,1,0,5.52,0
4,Internet,RoundTrip,19,5,15,Wed,DELDPS,India,1,0,0,5.52,0
1,Internet,RoundTrip,116,5,18,Sat,DELHKG,India,0,0,0,5.52,0
3,Internet,RoundTrip,62,5,6,Sat,DELHKG,Singapore,1,1,1,5.52,0
2,Internet,RoundTrip,27,5,7,Sat,DELHKG,India,1,0,0,5.52,0
2,Internet,RoundTrip,144,5,8,Sat,DELHKG,India,0,0,0,5.52,0
6,Mobile,RoundTrip,70,5,13,Sun,DELHKG,India,1,0,0,5.52,0
1,Internet,RoundTrip,33,5,12,Fri,DELHKG,India,0,0,0,5.52,0
2,Internet,RoundTrip,22,5,10,Sat,DELHKT,India,0,0,0,5.52,0
2,Internet,RoundTrip,115,5,10,Sun,DELHKT,India,1,0,0,5.52,0
1,Mobile,RoundTrip,114,5,19,Fri,DELHKT,India,0,0,0,5.52,0
3,Mobile,RoundTrip,144,5,12,Sat,DELHKT,India,1,0,1,5.52,0
2,Internet,RoundTrip,32,5,15,Wed,DELHKT,India,0,0,0,5.52,0
1,Internet,RoundTrip,28,5,10,Sun,DELHKT,France,0,0,0,5.52,0
