,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
8885,UTTAR PRADESH,ETAWAH,2012,9,64,26,26,0,42,0
8886,UTTAR PRADESH,FAIZABAD,2012,29,133,18,32,0,7,0
8887,UTTAR PRADESH,FATEHGARH,2012,14,94,34,39,0,71,0
8888,UTTAR PRADESH,FATEHPUR,2012,35,106,41,65,0,56,0
8889,UTTAR PRADESH,FIROZABAD,2012,32,149,50,49,0,98,0
8890,UTTAR PRADESH,G.R.P.,2012,3,7,2,36,0,0,0
8891,UTTAR PRADESH,GAUTAMBUDH NAGAR,2012,19,115,17,50,0,142,0
8892,UTTAR PRADESH,GHAZIABAD,2012,31,220,41,60,0,277,0
8893,UTTAR PRADESH,GHAZIPUR,2012,9,53,32,16,0,60,0
8894,UTTAR PRADESH,GONDA,2012,23,103,37,40,0,5,0
8895,UTTAR PRADESH,GORAKHPUR,2012,52,207,53,56,0,180,0
8896,UTTAR PRADESH,HAMIRPUR,2012,25,40,17,37,0,28,0
8897,UTTAR PRADESH,HARDOI,2012,30,133,48,54,0,87,0
8898,UTTAR PRADESH,HATHRAS,2012,17,71,18,39,0,91,0
8899,UTTAR PRADESH,J.P.NAGAR,2012,34,58,19,31,0,82,0
8900,UTTAR PRADESH,JALAUN,2012,15,57,40,32,0,47,0
8901,UTTAR PRADESH,JAUNPUR,2012,15,111,51,18,0,55,0
8902,UTTAR PRADESH,JHANSI,2012,19,63,33,34,0,53,0
8903,UTTAR PRADESH,KANNAUJ,2012,12,75,27,36,0,106,0
8904,UTTAR PRADESH,KANPUR NAGAR,2012,55,281,56,110,0,317,0
8905,UTTAR PRADESH,KANSHIRAM NAGAR,2012,18,56,26,36,0,26,0
8906,UTTAR PRADESH,KAUSHAMBI,2012,11,49,20,31,0,46,0
8907,UTTAR PRADESH,KHIRI,2012,34,169,51,59,0,57,0
8908,UTTAR PRADESH,KUSHI NAGAR,2012,30,94,28,22,0,28,0
8909,UTTAR PRADESH,LALITPUR,2012,14,22,7,27,0,13,0
8910,UTTAR PRADESH,LUCKNOW,2012,48,304,32,110,2,538,0
8911,UTTAR PRADESH,MAHARAJGANJ,2012,34,95,20,14,0,23,0
8912,UTTAR PRADESH,MAHOBA,2012,16,43,20,48,0,24,0
8913,UTTAR PRADESH,MAINPURI,2012,15,117,39,51,0,81,0
8914,UTTAR PRADESH,MATHURA,2012,41,124,34,75,0,235,0
8915,UTTAR PRADESH,MAU,2012,9,81,11,31,0,92,0
8916,UTTAR PRADESH,MEERUT,2012,54,231,39,129,0,435,0
8917,UTTAR PRADESH,MIRZAPUR,2012,4,6,24,3,0,29,0
8918,UTTAR PRADESH,MORADABAD,2012,36,140,28,72,3,255,0
8919,UTTAR PRADESH,MUZAFFARNAGAR,2012,27,177,16,38,0,225,0
8920,UTTAR PRADESH,PANCHSHIL NAGAR,2012,15,51,17,22,0,56,0
8921,UTTAR PRADESH,PILIBHIT,2012,10,62,25,15,0,79,0
8922,UTTAR PRADESH,PRABUDDH NAGAR,2012,7,62,12,14,0,55,0
8923,UTTAR PRADESH,PRATAPGARH,2012,36,109,24,53,0,72,0
8924,UTTAR PRADESH,RAIBAREILLY,2012,36,91,23,46,0,50,0
8925,UTTAR PRADESH,RAMABAI NAGAR,2012,18,74,28,32,0,77,0
8926,UTTAR PRADESH,RAMPUR,2012,26,95,12,32,0,138,0
8927,UTTAR PRADESH,SAHARANPUR,2012,18,91,27,17,1,113,0
8928,UTTAR PRADESH,SANT KABIRNAGAR,2012,18,49,12,5,0,10,0
8929,UTTAR PRADESH,SHAHJAHANPUR,2012,27,120,51,48,0,73,0
8930,UTTAR PRADESH,SHRAWASTI,2012,22,40,18,20,0,1,0
8931,UTTAR PRADESH,SIDHARTHNAGAR,2012,22,47,8,13,0,35,0
8932,UTTAR PRADESH,SITAPUR,2012,49,224,45,94,0,125,0
8933,UTTAR PRADESH,SONBHADRA,2012,21,28,17,18,0,21,0
8934,UTTAR PRADESH,ST.RAVIDASNAGAR,2012,4,18,7,6,0,13,0
8935,UTTAR PRADESH,SULTANPUR,2012,26,63,15,29,0,84,0
8936,UTTAR PRADESH,UNNAO,2012,41,174,44,81,0,141,0
8937,UTTAR PRADESH,VARANASI,2012,21,85,35,26,0,177,0
8938,UTTAR PRADESH,TOTAL,2012,1963,7910,2244,3247,8,7661,0
8939,UTTARAKHAND,ALMORA,2012,5,0,2,5,5,5,0
8940,UTTARAKHAND,BAGESHWAR,2012,8,1,4,5,0,2,0
8941,UTTARAKHAND,CHAMOLI,2012,2,2,1,4,0,0,0
8942,UTTARAKHAND,CHAMPAWAT,2012,3,0,1,4,0,0,0
8943,UTTARAKHAND,DEHRADUN,2012,30,41,13,24,34,111,0
8944,UTTARAKHAND,HARIDWAR,2012,47,73,10,38,17,89,0
8945,UTTARAKHAND,NAINITAL,2012,16,29,10,11,9,22,0
8946,UTTARAKHAND,PAURI GARHWAL,2012,2,10,2,1,3,2,0
8947,UTTARAKHAND,PITHORAGARH,2012,1,1,2,2,1,2,0
8948,UTTARAKHAND,RUDRA PRAYAG,2012,2,3,1,5,4,4,0
8949,UTTARAKHAND,TEHRI GARHWAL,2012,1,3,3,1,0,0,0
8950,UTTARAKHAND,UDHAMSINGH NAGAR,2012,30,91,22,38,0,128,0
8951,UTTARAKHAND,UTTARKASHI,2012,1,2,0,1,0,3,0
8952,UTTARAKHAND,TOTAL,2012,148,256,71,139,73,368,0
8953,WEST BENGAL,24 PARGANAS NORTH,2012,118,338,74,196,1,1860,3
8954,WEST BENGAL,24 PARGANAS SOUTH,2012,244,419,45,83,0,1666,0
8955,WEST BENGAL,ASANSOL,2012,36,49,15,31,4,240,0
8956,WEST BENGAL,BANKURA,2012,35,80,26,90,3,221,0
8957,WEST BENGAL,BDN CP,2012,13,0,9,58,8,320,0
8958,WEST BENGAL,BIRBHUM,2012,49,62,23,87,0,245,0
8959,WEST BENGAL,BKP CP,2012,36,201,20,88,2,989,0
8960,WEST BENGAL,BURDWAN,2012,58,65,55,145,0,224,0
8961,WEST BENGAL,COOCHBEHAR,2012,92,169,25,117,8,539,0
8962,WEST BENGAL,DAKSHIN DINAJPUR,2012,66,107,18,83,3,342,0
8963,WEST BENGAL,DARJEELING,2012,10,39,2,52,4,106,0
8964,WEST BENGAL,HOOGHLY,2012,68,145,32,86,5,1195,0
8965,WEST BENGAL,HOWRAH,2012,56,120,16,99,31,883,0
8966,WEST BENGAL,HOWRAH CITY,2012,28,135,15,199,71,550,0
8967,WEST BENGAL,HOWRAH G.R.P.,2012,2,2,1,4,0,1,0
8968,WEST BENGAL,JALPAIGURI,2012,163,279,17,179,0,1625,0
8969,WEST BENGAL,JHARGRAM,2012,21,21,6,28,0,47,0
8970,WEST BENGAL,KHARAGPUR G.R.P.,2012,2,4,0,3,1,2,0
8971,WEST BENGAL,KOLKATA,2012,68,210,19,486,377,865,9
8972,WEST BENGAL,MALDA,2012,158,189,7,177,0,660,0
8973,WEST BENGAL,MURSHIDABAD,2012,257,464,39,609,6,2831,0
8974,WEST BENGAL,NADIA,2012,174,374,46,56,11,1860,0
8975,WEST BENGAL,PASCHIM MIDNAPUR,2012,64,115,26,99,1,823,0
8976,WEST BENGAL,PURAB MIDNAPUR,2012,65,170,31,19,0,572,0
8977,WEST BENGAL,PURULIA,2012,50,34,12,64,0,206,0
8978,WEST BENGAL,SEALDAH G.R.P.,2012,0,5,1,14,2,0,0
8979,WEST BENGAL,SILIGURI G.R.P.,2012,0,3,1,8,1,0,0
8980,WEST BENGAL,SILIGURI_PC,2012,21,111,3,35,12,370,0
8981,WEST BENGAL,UTTAR DINAJPUR,2012,92,258,9,150,5,623,0
8982,WEST BENGAL,TOTAL,2012,2046,4168,593,3345,556,19865,12
8983,A & N ISLANDS,CAR,2012,0,1,0,1,0,0,0
8984,A & N ISLANDS,NORTH,2012,4,0,0,2,1,2,0
8985,A & N ISLANDS,SOUTH,2012,8,6,2,14,3,3,0
8986,A & N ISLANDS,TOTAL,2012,12,7,2,17,4,5,0
8987,CHANDIGARH,CHANDIGARH,2012,27,66,5,45,25,73,0
8988,CHANDIGARH,TOTAL,2012,27,66,5,45,25,73,0
8989,D & N HAVELI,D and N HAVELI,2012,3,9,0,2,0,0,0
8990,D & N HAVELI,TOTAL,2012,3,9,0,2,0,0,0
8991,DAMAN & DIU,DAMAN,2012,5,0,0,0,0,1,0
8992,DAMAN & DIU,DIU,2012,0,0,0,0,0,2,0
8993,DAMAN & DIU,TOTAL,2012,5,0,0,0,0,3,0
8994,DELHI,CAW,2012,0,0,0,0,0,178,0
8995,DELHI,CENTRAL,2012,31,95,4,47,12,57,0
8996,DELHI,CRIME BRANCH,2012,1,1,0,0,0,0,0
8997,DELHI,DELHI UT TOTAL,2012,706,2160,134,727,208,1985,0
8998,DELHI,EAST,2012,90,251,7,96,26,202,0
8999,DELHI,EOW,2012,0,0,0,0,0,0,0
9000,DELHI,GRP(RLY),2012,4,12,1,12,6,0,0
9001,DELHI,IGI AIRPORT,2012,0,0,0,6,0,0,0
9002,DELHI,NEW DELHI,2012,5,13,0,29,7,4,0
9003,DELHI,NORTH,2012,14,84,6,29,10,70,0
9004,DELHI,NORTH-EAST,2012,78,263,25,69,9,293,0
9005,DELHI,NORTH-WEST,2012,64,184,12,19,14,212,0
9006,DELHI,OUTER,2012,67,317,15,79,18,244,0
9007,DELHI,SOUTH,2012,70,134,17,59,36,68,0
9008,DELHI,SOUTH-EAST,2012,116,306,11,160,43,123,0
9009,DELHI,SOUTH-WEST,2012,87,244,18,69,21,207,0
9010,DELHI,STF,2012,0,0,0,0,0,0,0
9011,DELHI,WEST,2012,79,256,18,53,6,327,0
9012,LAKSHADWEEP,LAKSHADWEEP,2012,0,0,0,1,0,1,0
9013,LAKSHADWEEP,TOTAL,2012,0,0,0,1,0,1,0
9014,PUDUCHERRY,KARAIKAL,2012,6,2,0,2,0,1,0
9015,PUDUCHERRY,PUDUCHERRY,2012,7,14,0,7,2,5,0
9016,PUDUCHERRY,TOTAL,2012,13,16,0,9,2,6,0
0,Andhra Pradesh,ADILABAD,2013,61,47,12,197,138,464,0
1,Andhra Pradesh,ANANTAPUR,2013,28,84,23,337,43,161,0
2,Andhra Pradesh,CHITTOOR,2013,31,27,13,119,84,435,0
3,Andhra Pradesh,CUDDAPAH,2013,19,50,9,318,163,207,0
4,Andhra Pradesh,CYBERABAD,2013,138,129,43,350,338,1526,0
5,Andhra Pradesh,EAST GODAVARI,2013,74,33,15,352,222,483,0
6,Andhra Pradesh,GUNTAKAL RLY.,2013,0,0,0,3,2,0,0
7,Andhra Pradesh,GUNTUR,2013,38,54,16,296,135,608,0
8,Andhra Pradesh,GUNTUR URBAN,2013,28,34,7,124,93,326,0
9,Andhra Pradesh,HYDERABAD CITY,2013,101,52,39,225,90,1480,0
10,Andhra Pradesh,KARIMNAGAR,2013,57,103,39,354,276,670,0
11,Andhra Pradesh,KHAMMAM,2013,100,104,15,254,297,768,0
12,Andhra Pradesh,KRISHNA,2013,58,37,14,387,274,708,0
13,Andhra Pradesh,KURNOOL,2013,26,50,11,374,199,203,0
14,Andhra Pradesh,MAHABOOBNAGAR,2013,117,63,33,219,98,234,0
15,Andhra Pradesh,MEDAK,2013,64,38,25,169,73,476,0
16,Andhra Pradesh,NALGONDA,2013,77,110,27,367,313,327,0
17,Andhra Pradesh,NELLORE,2013,26,81,8,263,221,374,0
18,Andhra Pradesh,NIZAMABAD,2013,49,33,17,142,295,732,0
19,Andhra Pradesh,PRAKASHAM,2013,39,57,8,298,26,484,0
20,Andhra Pradesh,RAJAHMUNDRY,2013,14,4,2,67,68,209,0
21,Andhra Pradesh,RANGA REDDY,2013,37,25,14,69,23,168,0
22,Andhra Pradesh,SECUNDERABAD RLY.,2013,0,2,0,11,0,0,0
23,Andhra Pradesh,SRIKAKULAM,2013,42,23,3,207,129,361,0
24,Andhra Pradesh,TIRUPATHI URBAN,2013,10,15,7,45,31,133,0
25,Andhra Pradesh,VIJAYAWADA CITY,2013,48,45,12,249,456,1227,0
26,Andhra Pradesh,VIJAYAWADA RLY.,2013,1,1,2,6,5,0,0
27,Andhra Pradesh,VISAKHA RURAL,2013,32,23,8,139,79,210,0
28,Andhra Pradesh,VISAKHAPATNAM,2013,67,50,8,149,100,548,0
29,Andhra Pradesh,VIZIANAGARAM,2013,42,25,10,165,95,383,0
30,Andhra Pradesh,WARANGAL,2013,52,63,20,206,10,129,0
31,Andhra Pradesh,WARANGAL URBAN,2013,36,47,16,127,81,195,0
32,Andhra Pradesh,WEST GODAVARI,2013,123,86,16,342,245,855,0
33,Andhra Pradesh,ZZ TOTAL,2013,1635,1595,492,6930,4702,15084,0
34,Arunachal Pradesh,ANJAW,2013,0,0,0,0,0,0,0
35,Arunachal Pradesh,CHANGLANG,2013,5,5,0,2,0,1,0
36,Arunachal Pradesh,DIBANG VALLEY,2013,0,1,0,2,0,0,0
37,Arunachal Pradesh,K/KUMEY,2013,0,1,0,1,0,0,0
38,Arunachal Pradesh,KAMENG EAST,2013,2,12,0,6,0,0,0
39,Arunachal Pradesh,KAMENG WEST,2013,2,0,0,0,0,0,0
40,Arunachal Pradesh,LOHIT,2013,10,22,0,10,0,2,0
41,Arunachal Pradesh,LONGDING,2013,1,2,0,2,0,0,0
42,Arunachal Pradesh,PAPUM PARE,2013,18,22,0,24,1,20,0
43,Arunachal Pradesh,RURAL,2013,3,5,0,5,0,1,0
44,Arunachal Pradesh,SIANG EAST,2013,10,2,0,6,0,1,0
45,Arunachal Pradesh,SIANG UPPER,2013,0,2,0,4,0,0,0
46,Arunachal Pradesh,SIANG WEST,2013,7,6,0,9,2,3,0
47,Arunachal Pradesh,SUBANSIRI LOWER,2013,5,0,0,3,0,0,0
48,Arunachal Pradesh,SUBANSIRI UPPER,2013,10,2,0,8,0,0,0
49,Arunachal Pradesh,TAWANG,2013,2,1,0,6,0,1,0
50,Arunachal Pradesh,TIRAP,2013,0,2,0,5,0,0,0
51,Arunachal Pradesh,UPPER DIBANG VALLEY,2013,0,1,0,0,0,0,0
52,Arunachal Pradesh,ZZ TOTAL,2013,75,86,0,93,3,29,0
53,Assam,BAKSA,2013,20,46,1,9,0,32,0
54,Assam,BARPETA,2013,148,348,18,341,0,1016,0
55,Assam,BIEO,2013,0,0,0,0,0,0,0
56,Assam,BONGAIGAON,2013,68,95,9,4,0,100,0
57,Assam,C.I.D.,2013,0,0,0,0,0,0,0
58,Assam,CACHAR,2013,79,221,12,25,0,537,0
59,Assam,CHIRANG,2013,30,50,1,21,0,78,0
60,Assam,DARRANG,2013,92,145,3,239,0,378,0
61,Assam,DHEMAJI,2013,42,70,1,77,0,85,0
62,Assam,DHUBRI,2013,190,350,9,452,11,1080,0
63,Assam,DIBRUGARH,2013,65,108,0,151,0,239,0
64,Assam,G.R.P.,2013,0,6,0,0,0,0,0
65,Assam,GOALPARA,2013,73,103,7,89,0,326,0
66,Assam,GOLAGHAT,2013,85,181,3,76,0,284,0
67,Assam,GUWAHATI CITY,2013,103,432,15,207,0,561,0
68,Assam,HAILAKANDI,2013,60,71,2,7,0,169,0
69,Assam,HAMREN,2013,14,9,0,0,0,0,0
70,Assam,JORHAT,2013,79,160,0,117,0,307,0
71,Assam,KAMRUP,2013,66,154,3,86,0,305,0
72,Assam,KARBI ANGLONG,2013,8,43,0,16,0,39,0
73,Assam,KARIMGANJ,2013,44,108,9,9,0,266,0
74,Assam,KOKRAJHAR,2013,32,79,5,32,0,134,2
75,Assam,LAKHIMPUR,2013,59,123,3,55,0,300,0
76,Assam,MORIGAON,2013,76,123,8,45,0,271,0
77,Assam,N.C.HILLS,2013,5,24,3,0,0,0,0
78,Assam,NAGAON,2013,190,438,23,103,3,1120,0
79,Assam,NALBARI,2013,44,90,3,84,0,178,0
80,Assam,R.P.O.,2013,9,3,0,0,0,0,0
81,Assam,SIBSAGAR,2013,60,179,5,53,0,311,0
82,Assam,SONITPUR,2013,99,205,15,34,0,300,0
83,Assam,STF,2013,0,0,0,0,0,0,0
84,Assam,TINSUKIA,2013,77,201,7,34,0,140,0
85,Assam,UDALGURI,2013,20,57,5,43,0,80,0
86,Assam,ZZ TOTAL,2013,1937,4222,170,2409,14,8636,2
87,Bihar,ARARIA,2013,52,90,12,10,0,19,5
88,Bihar,ARWAL,2013,6,32,15,3,0,30,0
89,Bihar,AURANGABAD,2013,19,52,28,37,0,141,0
90,Bihar,BAGAHA,2013,15,64,14,17,0,55,0
91,Bihar,BANKA,2013,33,69,28,1,1,69,0
92,Bihar,BEGUSARAI,2013,24,125,28,55,0,93,0
93,Bihar,BETTIAH,2013,39,154,26,0,0,148,0
94,Bihar,BHABHUA,2013,16,52,27,0,0,49,0
95,Bihar,BHAGALPUR,2013,51,123,19,40,0,115,0
96,Bihar,BHOJPUR,2013,23,93,38,3,0,137,0
97,Bihar,BUXAR,2013,16,63,9,29,0,78,0
98,Bihar,DARBHANGA,2013,38,196,33,4,1,343,0
99,Bihar,GAYA,2013,45,175,37,0,0,212,0
100,Bihar,GOPALGANJ,2013,11,85,33,0,0,143,0
101,Bihar,JAMALPUR RLY.,2013,1,0,0,0,0,1,0
102,Bihar,JAMUI,2013,24,37,19,2,0,104,0
103,Bihar,JEHANABAD,2013,14,26,30,5,0,57,0
104,Bihar,KATIHAR,2013,86,148,21,1,0,99,0
105,Bihar,KATIHAR RLY.,2013,1,4,0,1,0,2,0
106,Bihar,KHAGARIA,2013,8,59,13,5,0,25,0
107,Bihar,KISHANGANJ,2013,52,90,7,0,0,65,0
108,Bihar,LAKHISARAI,2013,9,26,11,0,0,70,0
109,Bihar,MADHEPURA,2013,14,70,17,3,0,64,0
110,Bihar,MADHUBANI,2013,37,141,28,1,0,210,0
111,Bihar,MOTIHARI,2013,25,226,65,5,14,196,0
112,Bihar,MUNGER,2013,7,55,13,5,0,66,0
113,Bihar,MUZAFFARPUR,2013,43,295,48,5,27,81,2
114,Bihar,MUZAFFARPUR RLY.,2013,3,5,0,1,0,0,0
115,Bihar,NALANDA,2013,11,107,81,18,0,174,0
116,Bihar,NAUGACHIA,2013,10,26,16,19,0,69,0
117,Bihar,NAWADAH,2013,20,51,23,3,0,122,0
118,Bihar,PATNA,2013,76,412,96,17,2,459,0
119,Bihar,PATNA RLY.,2013,2,11,3,12,0,1,0
120,Bihar,PURNEA,2013,56,93,21,0,7,19,0
121,Bihar,ROHTAS,2013,60,135,48,5,0,97,0
122,Bihar,SAHARSA,2013,14,64,10,0,0,79,0
123,Bihar,SAMASTIPUR,2013,35,128,32,8,0,116,0
124,Bihar,SARAN,2013,16,125,69,0,0,116,0
125,Bihar,SHEIKHPURA,2013,10,34,8,0,0,47,0
126,Bihar,SHEOHAR,2013,3,41,7,0,0,19,0
127,Bihar,SITAMARHI,2013,26,182,24,3,0,140,0
128,Bihar,SIWAN,2013,19,190,45,1,0,112,0
129,Bihar,SUPAUL,2013,34,103,19,5,0,78,0
130,Bihar,VAISHALI,2013,24,162,61,7,0,213,0
131,Bihar,ZZ TOTAL,2013,1128,4419,1182,331,52,4533,7
132,Chhattisgarh,BALOD,2013,20,20,3,67,2,11,0
133,Chhattisgarh,BALODA BAZAR,2013,55,129,4,110,22,31,0
134,Chhattisgarh,BALRAMPUR,2013,84,0,8,50,2,31,1
135,Chhattisgarh,BEMETARA,2013,28,27,5,57,2,19,0
136,Chhattisgarh,BILASPUR,2013,96,295,13,308,10,130,0
137,Chhattisgarh,BIZAPUR,2013,6,10,0,6,1,1,0
138,Chhattisgarh,DANTEWARA,2013,9,6,0,9,0,1,0
139,Chhattisgarh,DHAMTARI,2013,30,29,0,59,1,14,0
140,Chhattisgarh,DURG,2013,106,83,9,236,34,147,0
141,Chhattisgarh,GARIYABAND,2013,32,23,0,24,8,12,0
142,Chhattisgarh,GRP RAIPUR,2013,2,1,0,3,0,1,0
143,Chhattisgarh,JAGDALPUR,2013,53,40,2,30,1,16,0
144,Chhattisgarh,JANJGIR,2013,56,158,11,161,11,138,0
145,Chhattisgarh,JASHPUR,2013,88,41,3,52,3,25,0
146,Chhattisgarh,KABIRDHAM,2013,30,29,3,72,3,11,0
147,Chhattisgarh,KANKER,2013,51,39,2,27,2,29,0
148,Chhattisgarh,KONDAGAON,2013,19,25,0,13,0,6,0
149,Chhattisgarh,KORBA,2013,57,63,4,71,9,66,0
150,Chhattisgarh,KORIYA,2013,63,64,3,88,4,55,0
151,Chhattisgarh,MAHASAMUND,2013,49,102,8,104,11,48,0
152,Chhattisgarh,MUNGELI,2013,23,61,4,44,3,23,0
153,Chhattisgarh,NARAYANPUR,2013,10,3,0,3,0,2,0
154,Chhattisgarh,RAIGARH,2013,90,163,5,126,10,53,0
155,Chhattisgarh,RAIPUR,2013,139,327,11,263,32,173,0
156,Chhattisgarh,RAJNANDGAON,2013,46,72,7,74,4,32,0
157,Chhattisgarh,SARGUJA,2013,71,19,0,118,1,35,0
158,Chhattisgarh,SUKMA,2013,8,3,1,2,1,4,0
159,Chhattisgarh,SURAJPUR,2013,59,49,3,84,3,67,0
160,Chhattisgarh,ZZ TOTAL,2013,1380,1881,109,2261,180,1181,1
161,Goa,NORTH GOA,2013,48,31,0,103,36,17,0
162,Goa,SOUTH GOA,2013,38,39,0,59,18,23,0
163,Goa,ZZ TOTAL,2013,86,70,0,162,54,40,0
164,Gujarat,AHMEDABAD COMMR.,2013,116,353,20,180,8,1756,0
165,Gujarat,AHMEDABAD RURAL,2013,17,62,0,33,0,167,0
166,Gujarat,AHWA-DANG,2013,4,5,0,7,1,20,0
167,Gujarat,AMRELI,2013,11,60,0,16,2,157,0
168,Gujarat,ANAND,2013,12,70,1,20,4,162,0
169,Gujarat,BHARUCH,2013,23,41,0,30,0,53,0
170,Gujarat,BHAVNAGAR,2013,17,100,1,50,7,220,0
171,Gujarat,CID CRIME,2013,0,1,0,0,0,0,0
172,Gujarat,DAHOD,2013,14,75,0,15,0,1,0
173,Gujarat,GANDHINAGAR,2013,22,61,0,31,6,200,0
174,Gujarat,HIMATNAGAR,2013,14,74,0,33,8,304,0
175,Gujarat,JAMNAGAR,2013,27,46,1,26,3,480,0
176,Gujarat,JUNAGADH,2013,29,76,1,52,12,461,0
177,Gujarat,KHEDA NORTH,2013,14,64,0,21,1,148,0
178,Gujarat,KUTCH (EAST(G)),2013,25,41,0,34,0,249,0
179,Gujarat,KUTCH (WEST-BHUJ),2013,28,26,0,29,0,200,0
180,Gujarat,MEHSANA,2013,11,124,0,37,0,321,0
181,Gujarat,NARMADA,2013,7,21,0,15,0,10,0
182,Gujarat,NAVSARI,2013,9,31,0,13,1,88,0
183,Gujarat,PALANPUR,2013,62,94,0,96,3,377,0
184,Gujarat,PANCHMAHAL,2013,16,96,0,46,0,217,0
185,Gujarat,PATAN,2013,19,74,0,47,1,174,0
186,Gujarat,PORBANDAR,2013,6,14,0,6,0,79,0
187,Gujarat,RAJKOT COMMR.,2013,14,47,1,18,4,254,0
188,Gujarat,RAJKOT RURAL,2013,30,74,1,41,2,404,0
189,Gujarat,SURAT COMMR.,2013,76,195,2,91,0,491,0
190,Gujarat,SURAT RURAL,2013,19,27,1,15,0,114,0
191,Gujarat,SURENDRANAGAR,2013,18,66,0,51,7,133,0
192,Gujarat,TAPI,2013,8,17,0,13,0,12,0
193,Gujarat,VADODARA COMMR.,2013,19,68,0,107,7,417,0
194,Gujarat,VADODARA RURAL,2013,25,71,0,29,0,110,0
195,Gujarat,VALSAD,2013,19,49,0,33,0,28,0
196,Gujarat,W.RLY AHMEDABAD,2013,0,5,0,2,0,5,0
197,Gujarat,W.RLY VADODARA,2013,1,2,0,6,0,0,0
198,Gujarat,ZZ TOTAL,2013,732,2230,29,1243,77,7812,0
199,Haryana,AMBALA RURAL,2013,17,58,3,32,0,79,0
200,Haryana,AMBALA URBAN,2013,24,92,1,48,18,170,0
201,Haryana,BHIWANI,2013,52,118,20,97,36,144,0
202,Haryana,FARIDABAD,2013,65,115,22,90,56,255,0
203,Haryana,FATEHABAD,2013,30,41,2,46,25,193,0
204,Haryana,GRP,2013,2,7,3,18,51,0,0
205,Haryana,GURGAON,2013,82,184,18,97,42,290,0
206,Haryana,HISSAR,2013,61,97,17,118,31,319,0
207,Haryana,I&P HARYANA,2013,0,0,0,0,0,0,0
208,Haryana,JHAJJAR,2013,17,38,22,44,16,109,0
209,Haryana,JIND,2013,38,73,9,69,34,121,0
210,Haryana,KAITHAL,2013,26,72,4,39,11,146,0
211,Haryana,KARNAL,2013,72,218,12,181,21,213,0
212,Haryana,KURUKSHETRA,2013,25,56,8,70,26,137,0
213,Haryana,MAHENDRAGARH,2013,28,53,9,81,48,84,0
214,Haryana,MEWAT,2013,68,33,10,46,7,198,0
215,Haryana,PALWAL,2013,51,49,12,77,23,192,0
216,Haryana,PANCHKULA,2013,15,102,4,41,9,80,0
217,Haryana,PANIPAT,2013,52,114,14,60,19,118,0
218,Haryana,REWARI,2013,43,48,13,62,52,117,0
219,Haryana,ROHTAK,2013,51,57,17,55,39,127,0
220,Haryana,SIRSA,2013,64,113,5,58,13,187,2
221,Haryana,SONIPAT,2013,50,57,27,71,48,167,0
222,Haryana,YAMUNANAGAR,2013,38,162,11,60,18,171,0
223,Haryana,ZZ TOTAL,2013,971,1957,263,1560,643,3617,2
224,Himachal Pradesh,BADDIPOLICEDIST,2013,6,23,0,17,1,20,0
225,Himachal Pradesh,BILASPUR,2013,13,43,0,32,23,32,0
226,Himachal Pradesh,CHAMBA,2013,19,13,0,31,1,7,0
227,Himachal Pradesh,CID,2013,1,0,0,0,0,0,0
228,Himachal Pradesh,G.R.P.,2013,0,0,0,1,0,0,0
229,Himachal Pradesh,HAMIRPUR,2013,12,11,0,31,20,23,0
230,Himachal Pradesh,KANGRA,2013,33,53,0,100,31,53,0
231,Himachal Pradesh,KINNAUR,2013,6,2,0,8,0,4,0
232,Himachal Pradesh,KULLU,2013,29,26,0,44,2,30,0
233,Himachal Pradesh,LAHAUL-SPITI,2013,1,0,0,0,1,0,0
234,Himachal Pradesh,MANDI,2013,31,36,0,73,14,34,0
235,Himachal Pradesh,SHIMLA,2013,32,40,0,63,11,29,0
236,Himachal Pradesh,SIRMAUR,2013,25,11,0,40,4,23,0
237,Himachal Pradesh,SOLAN,2013,17,14,0,19,1,16,0
238,Himachal Pradesh,UNA,2013,25,18,0,34,2,57,0
239,Himachal Pradesh,ZZ TOTAL,2013,250,290,0,493,111,328,0
240,Jammu & Kashmir,ANANTNAG,2013,19,88,0,129,26,4,0
241,Jammu & Kashmir,AWANTIPORA,2013,5,14,0,18,4,1,0
242,Jammu & Kashmir,BANDIPORA,2013,8,50,0,47,9,5,0
243,Jammu & Kashmir,BARAMULLA,2013,19,92,0,135,18,13,0
244,Jammu & Kashmir,BUDGAM,2013,11,61,0,26,13,2,0
245,Jammu & Kashmir,CRIME JAMMU,2013,0,0,0,0,0,0,0
246,Jammu & Kashmir,CRIME SRINAGAR,2013,0,0,0,0,0,0,0
247,Jammu & Kashmir,DODA,2013,29,36,0,41,9,41,0
248,Jammu & Kashmir,GANDERBAL,2013,5,28,0,64,4,5,0
249,Jammu & Kashmir,HANDWARA,2013,10,28,0,77,5,5,0
250,Jammu & Kashmir,JAMMU,2013,50,96,5,72,53,92,0
251,Jammu & Kashmir,KARGIL,2013,0,1,0,1,0,0,0
252,Jammu & Kashmir,KATHUA,2013,20,24,0,37,15,21,0
253,Jammu & Kashmir,KISHTWAR,2013,12,14,0,14,5,19,0
254,Jammu & Kashmir,KULGAM,2013,13,60,0,136,18,0,0
255,Jammu & Kashmir,KUPWARA,2013,19,51,0,47,14,10,0
